/Users/alexishema/Desktop/AUDACITY/LUNES/IMG/center_2023_06_12_09_27_45_669.jpg, /Users/alexishema/Desktop/AUDACITY/LUNES/IMG/left_2023_06_12_09_27_45_669.jpg, /Users/alexishema/Desktop/AUDACITY/LUNES/IMG/right_2023_06_12_09_27_45_669.jpg,0,1,0,30.19
/Users/alexishema/Desktop/AUDACITY/LUNES/IMG/center_2023_06_12_09_27_45_789.jpg, /Users/alexishema/Desktop/AUDACITY/LUNES/IMG/left_2023_06_12_09_27_45_789.jpg, /Users/alexishema/Desktop/AUDACITY/LUNES/IMG/right_2023_06_12_09_27_45_789.jpg,-0.1552498,1,0,30.18292
/Users/alexishema/Desktop/AUDACITY/LUNES/IMG/center_2023_06_12_09_27_45_899.jpg, /Users/alexishema/Desktop/AUDACITY/LUNES/IMG/left_2023_06_12_09_27_45_899.jpg, /Users/alexishema/Desktop/AUDACITY/LUNES/IMG/right_2023_06_12_09_27_45_899.jpg,-0.482499,1,0,30.14345
/Users/alexishema/Desktop/AUDACITY/LUNES/IMG/center_2023_06_12_09_27_46_008.jpg, /Users/alexishema/Desktop/AUDACITY/LUNES/IMG/left_2023_06_12_09_27_46_008.jpg, /Users/alexishema/Desktop/AUDACITY/LUNES/IMG/right_2023_06_12_09_27_46_008.jpg,-0.810231,1,0,30.10297
/Users/alexishema/Desktop/AUDACITY/LUNES/IMG/center_2023_06_12_09_27_46_121.jpg, /Users/alexishema/Desktop/AUDACITY/LUNES/IMG/left_2023_06_12_09_27_46_121.jpg, /Users/alexishema/Desktop/AUDACITY/LUNES/IMG/right_2023_06_12_09_27_46_121.jpg,-0.914278,1,0,30.11375
/Users/alexishema/Desktop/AUDACITY/LUNES/IMG/center_2023_06_12_09_27_46_254.jpg, /Users/alexishema/Desktop/AUDACITY/LUNES/IMG/left_2023_06_12_09_27_46_254.jpg, /Users/alexishema/Desktop/AUDACITY/LUNES/IMG/right_2023_06_12_09_27_46_254.jpg,-0.5155212,1,0,30.20211
/Users/alexishema/Desktop/AUDACITY/LUNES/IMG/center_2023_06_12_09_27_46_364.jpg, /Users/alexishema/Desktop/AUDACITY/LUNES/IMG/left_2023_06_12_09_27_46_364.jpg, /Users/alexishema/Desktop/AUDACITY/LUNES/IMG/right_2023_06_12_09_27_46_364.jpg,-0.187246,1,0,30.19596
/Users/alexishema/Desktop/AUDACITY/LUNES/IMG/center_2023_06_12_09_27_46_477.jpg, /Users/alexishema/Desktop/AUDACITY/LUNES/IMG/left_2023_06_12_09_27_46_477.jpg, /Users/alexishema/Desktop/AUDACITY/LUNES/IMG/right_2023_06_12_09_27_46_477.jpg,0,1,0,30.19007
/Users/alexishema/Desktop/AUDACITY/LUNES/IMG/center_2023_06_12_09_27_46_591.jpg, /Users/alexishema/Desktop/AUDACITY/LUNES/IMG/left_2023_06_12_09_27_46_591.jpg, /Users/alexishema/Desktop/AUDACITY/LUNES/IMG/right_2023_06_12_09_27_46_591.jpg,0,1,0,30.18956
/Users/alexishema/Desktop/AUDACITY/LUNES/IMG/center_2023_06_12_09_27_46_705.jpg, /Users/alexishema/Desktop/AUDACITY/LUNES/IMG/left_2023_06_12_09_27_46_705.jpg, /Users/alexishema/Desktop/AUDACITY/LUNES/IMG/right_2023_06_12_09_27_46_705.jpg,0,1,0,30.18844
